,color,f_interval,f_proportion,left,name,proportion,right
43,#7f7f7f,95 to 100 minutes,0.00975,95.0,Mesa Airlines Inc.,0.009746588693957114,100.0
44,#7f7f7f,100 to 105 minutes,0.00780,100.0,Mesa Airlines Inc.,0.007797270955165692,105.0
45,#7f7f7f,105 to 110 minutes,0.00585,105.0,Mesa Airlines Inc.,0.005847953216374269,110.0
46,#7f7f7f,110 to 115 minutes,0.00195,110.0,Mesa Airlines Inc.,0.001949317738791423,115.0
47,#7f7f7f,115 to 120 minutes,0.00000,115.0,Mesa Airlines Inc.,0.0,120.0
0,#c7c7c7,-120 to -115 minutes,0.00000,-120.0,SkyWest Airlines Inc.,0.0,-115.0
1,#c7c7c7,-115 to -110 minutes,0.00000,-115.0,SkyWest Airlines Inc.,0.0,-110.0
2,#c7c7c7,-110 to -105 minutes,0.00000,-110.0,SkyWest Airlines Inc.,0.0,-105.0
3,#c7c7c7,-105 to -100 minutes,0.00000,-105.0,SkyWest Airlines Inc.,0.0,-100.0
4,#c7c7c7,-100 to -95 minutes,0.00000,-100.0,SkyWest Airlines Inc.,0.0,-95.0
5,#c7c7c7,-95 to -90 minutes,0.00000,-95.0,SkyWest Airlines Inc.,0.0,-90.0
6,#c7c7c7,-90 to -85 minutes,0.00000,-90.0,SkyWest Airlines Inc.,0.0,-85.0
7,#c7c7c7,-85 to -80 minutes,0.00000,-85.0,SkyWest Airlines Inc.,0.0,-80.0
8,#c7c7c7,-80 to -75 minutes,0.00000,-80.0,SkyWest Airlines Inc.,0.0,-75.0
9,#c7c7c7,-75 to -70 minutes,0.00000,-75.0,SkyWest Airlines Inc.,0.0,-70.0
10,#c7c7c7,-70 to -65 minutes,0.00000,-70.0,SkyWest Airlines Inc.,0.0,-65.0
11,#c7c7c7,-65 to -60 minutes,0.00000,-65.0,SkyWest Airlines Inc.,0.0,-60.0
12,#c7c7c7,-60 to -55 minutes,0.00000,-60.0,SkyWest Airlines Inc.,0.0,-55.0
13,#c7c7c7,-55 to -50 minutes,0.00000,-55.0,SkyWest Airlines Inc.,0.0,-50.0
14,#c7c7c7,-50 to -45 minutes,0.00000,-50.0,SkyWest Airlines Inc.,0.0,-45.0
15,#c7c7c7,-45 to -40 minutes,0.00000,-45.0,SkyWest Airlines Inc.,0.0,-40.0
16,#c7c7c7,-40 to -35 minutes,0.00000,-40.0,SkyWest Airlines Inc.,0.0,-35.0
17,#c7c7c7,-35 to -30 minutes,0.00000,-35.0,SkyWest Airlines Inc.,0.0,-30.0
18,#c7c7c7,-30 to -25 minutes,0.03704,-30.0,SkyWest Airlines Inc.,0.037037037037037035,-25.0
19,#c7c7c7,-25 to -20 minutes,0.11111,-25.0,SkyWest Airlines Inc.,0.1111111111111111,-20.0
20,#c7c7c7,-20 to -15 minutes,0.14815,-20.0,SkyWest Airlines Inc.,0.14814814814814814,-15.0
21,#c7c7c7,-15 to -10 minutes,0.11111,-15.0,SkyWest Airlines Inc.,0.1111111111111111,-10.0
22,#c7c7c7,-10 to -5 minutes,0.22222,-10.0,SkyWest Airlines Inc.,0.2222222222222222,-5.0
23,#c7c7c7,-5 to 0 minutes,0.07407,-5.0,SkyWest Airlines Inc.,0.07407407407407407,0.0
24,#c7c7c7,0 to 5 minutes,0.07407,0.0,SkyWest Airlines Inc.,0.07407407407407407,5.0
25,#c7c7c7,5 to 10 minutes,0.03704,5.0,SkyWest Airlines Inc.,0.037037037037037035,10.0
26,#c7c7c7,10 to 15 minutes,0.00000,10.0,SkyWest Airlines Inc.,0.0,15.0
27,#c7c7c7,15 to 20 minutes,0.00000,15.0,SkyWest Airlines Inc.,0.0,20.0
28,#c7c7c7,20 to 25 minutes,0.00000,20.0,SkyWest Airlines Inc.,0.0,25.0
29,#c7c7c7,25 to 30 minutes,0.03704,25.0,SkyWest Airlines Inc.,0.037037037037037035,30.0
30,#c7c7c7,30 to 35 minutes,0.00000,30.0,SkyWest Airlines Inc.,0.0,35.0
31,#c7c7c7,35 to 40 minutes,0.00000,35.0,SkyWest Airlines Inc.,0.0,40.0
32,#c7c7c7,40 to 45 minutes,0.00000,40.0,SkyWest Airlines Inc.,0.0,45.0
33,#c7c7c7,45 to 50 minutes,0.07407,45.0,SkyWest Airlines Inc.,0.07407407407407407,50.0
34,#c7c7c7,50 to 55 minutes,0.00000,50.0,SkyWest Airlines Inc.,0.0,55.0
35,#c7c7c7,55 to 60 minutes,0.00000,55.0,SkyWest Airlines Inc.,0.0,60.0
36,#c7c7c7,60 to 65 minutes,0.00000,60.0,SkyWest Airlines Inc.,0.0,65.0
37,#c7c7c7,65 to 70 minutes,0.03704,65.0,SkyWest Airlines Inc.,0.037037037037037035,70.0
38,#c7c7c7,70 to 75 minutes,0.00000,70.0,SkyWest Airlines Inc.,0.0,75.0
39,#c7c7c7,75 to 80 minutes,0.00000,75.0,SkyWest Airlines Inc.,0.0,80.0
40,#c7c7c7,80 to 85 minutes,0.00000,80.0,SkyWest Airlines Inc.,0.0,85.0
41,#c7c7c7,85 to 90 minutes,0.00000,85.0,SkyWest Airlines Inc.,0.0,90.0
42,#c7c7c7,90 to 95 minutes,0.00000,90.0,SkyWest Airlines Inc.,0.0,95.0
43,#c7c7c7,95 to 100 minutes,0.00000,95.0,SkyWest Airlines Inc.,0.0,100.0
44,#c7c7c7,100 to 105 minutes,0.00000,100.0,SkyWest Airlines Inc.,0.0,105.0
45,#c7c7c7,105 to 110 minutes,0.03704,105.0,SkyWest Airlines Inc.,0.037037037037037035,110.0
46,#c7c7c7,110 to 115 minutes,0.00000,110.0,SkyWest Airlines Inc.,0.0,115.0
47,#c7c7c7,115 to 120 minutes,0.00000,115.0,SkyWest Airlines Inc.,0.0,120.0
0,#ff9896,-120 to -115 minutes,0.00000,-120.0,Southwest Airlines Co.,0.0,-115.0
1,#ff9896,-115 to -110 minutes,0.00000,-115.0,Southwest Airlines Co.,0.0,-110.0
2,#ff9896,-110 to -105 minutes,0.00000,-110.0,Southwest Airlines Co.,0.0,-105.0
3,#ff9896,-105 to -100 minutes,0.00000,-105.0,Southwest Airlines Co.,0.0,-100.0
4,#ff9896,-100 to -95 minutes,0.00000,-100.0,Southwest Airlines Co.,0.0,-95.0
5,#ff9896,-95 to -90 minutes,0.00000,-95.0,Southwest Airlines Co.,0.0,-90.0
6,#ff9896,-90 to -85 minutes,0.00000,-90.0,Southwest Airlines Co.,0.0,-85.0
7,#ff9896,-85 to -80 minutes,0.00000,-85.0,Southwest Airlines Co.,0.0,-80.0
8,#ff9896,-80 to -75 minutes,0.00000,-80.0,Southwest Airlines Co.,0.0,-75.0
9,#ff9896,-75 to -70 minutes,0.00000,-75.0,Southwest Airlines Co.,0.0,-70.0
10,#ff9896,-70 to -65 minutes,0.00000,-70.0,Southwest Airlines Co.,0.0,-65.0
11,#ff9896,-65 to -60 minutes,0.00000,-65.0,Southwest Airlines Co.,0.0,-60.0
12,#ff9896,-60 to -55 minutes,0.00035,-60.0,Southwest Airlines Co.,0.00034518467380048324,-55.0
13,#ff9896,-55 to -50 minutes,0.00104,-55.0,Southwest Airlines Co.,0.0010355540214014498,-50.0
14,#ff9896,-50 to -45 minutes,0.00242,-50.0,Southwest Airlines Co.,0.002416292716603383,-45.0
15,#ff9896,-45 to -40 minutes,0.00570,-45.0,Southwest Airlines Co.,0.005695547117707974,-40.0
16,#ff9896,-40 to -35 minutes,0.01303,-40.0,Southwest Airlines Co.,0.013030721435968243,-35.0
17,#ff9896,-35 to -30 minutes,0.02399,-35.0,Southwest Airlines Co.,0.023990334829133587,-30.0
18,#ff9896,-30 to -25 minutes,0.04384,-30.0,Southwest Airlines Co.,0.043838453572661376,-25.0
19,#ff9896,-25 to -20 minutes,0.06653,-25.0,Southwest Airlines Co.,0.06653434587504314,-20.0
20,#ff9896,-20 to -15 minutes,0.09225,-20.0,Southwest Airlines Co.,0.09225060407317916,-15.0
21,#ff9896,-15 to -10 minutes,0.10459,-15.0,Southwest Airlines Co.,0.10459095616154643,-10.0
22,#ff9896,-10 to -5 minutes,0.10701,-10.0,Southwest Airlines Co.,0.10700724887814982,-5.0
23,#ff9896,-5 to 0 minutes,0.10131,-5.0,Southwest Airlines Co.,0.10131170176044184,0.0
24,#ff9896,0 to 5 minutes,0.08612,0.0,Southwest Airlines Co.,0.08612357611322058,5.0
25,#ff9896,5 to 10 minutes,0.07171,5.0,Southwest Airlines Co.,0.07171211598205039,10.0
26,#ff9896,10 to 15 minutes,0.05247,10.0,Southwest Airlines Co.,0.05246807041767346,15.0
27,#ff9896,15 to 20 minutes,0.04211,15.0,Southwest Airlines Co.,0.04211253020365896,20.0
28,#ff9896,20 to 25 minutes,0.03020,20.0,Southwest Airlines Co.,0.030203658957542286,25.0
29,#ff9896,25 to 30 minutes,0.02373,25.0,Southwest Airlines Co.,0.023731446323783226,30.0
30,#ff9896,30 to 35 minutes,0.02011,30.0,Southwest Airlines Co.,0.02010700724887815,35.0
31,#ff9896,35 to 40 minutes,0.01467,35.0,Southwest Airlines Co.,0.014670348636520539,40.0
32,#ff9896,40 to 45 minutes,0.01441,40.0,Southwest Airlines Co.,0.014411460131170176,45.0
33,#ff9896,45 to 50 minutes,0.01001,45.0,Southwest Airlines Co.,0.010010355540214014,50.0
34,#ff9896,50 to 55 minutes,0.00889,50.0,Southwest Airlines Co.,0.008888505350362444,55.0
35,#ff9896,55 to 60 minutes,0.00897,55.0,Southwest Airlines Co.,0.008974801518812565,60.0
36,#ff9896,60 to 65 minutes,0.00725,60.0,Southwest Airlines Co.,0.007248878149810148,65.0
37,#ff9896,65 to 70 minutes,0.00570,65.0,Southwest Airlines Co.,0.005695547117707974,70.0
38,#ff9896,70 to 75 minutes,0.00690,70.0,Southwest Airlines Co.,0.0069036934760096655,75.0
39,#ff9896,75 to 80 minutes,0.00492,75.0,Southwest Airlines Co.,0.004918881601656887,80.0
40,#ff9896,80 to 85 minutes,0.00440,80.0,Southwest Airlines Co.,0.004401104590956162,85.0
41,#ff9896,85 to 90 minutes,0.00362,85.0,Southwest Airlines Co.,0.003624439074905074,90.0
42,#ff9896,90 to 95 minutes,0.00440,90.0,Southwest Airlines Co.,0.004401104590956162,95.0
43,#ff9896,95 to 100 minutes,0.00371,95.0,Southwest Airlines Co.,0.003710735243355195,100.0
44,#ff9896,100 to 105 minutes,0.00397,100.0,Southwest Airlines Co.,0.003969623748705558,105.0
45,#ff9896,105 to 110 minutes,0.00414,105.0,Southwest Airlines Co.,0.004142216085605799,110.0
46,#ff9896,110 to 115 minutes,0.00250,110.0,Southwest Airlines Co.,0.0025025888850535036,115.0
47,#ff9896,115 to 120 minutes,0.00302,115.0,Southwest Airlines Co.,0.0030203658957542287,120.0
0,#d62728,-120 to -115 minutes,0.00000,-120.0,US Airways Inc.,0.0,-115.0
1,#d62728,-115 to -110 minutes,0.00000,-115.0,US Airways Inc.,0.0,-110.0
2,#d62728,-110 to -105 minutes,0.00000,-110.0,US Airways Inc.,0.0,-105.0
3,#d62728,-105 to -100 minutes,0.00000,-105.0,US Airways Inc.,0.0,-100.0
4,#d62728,-100 to -95 minutes,0.00000,-100.0,US Airways Inc.,0.0,-95.0
5,#d62728,-95 to -90 minutes,0.00000,-95.0,US Airways Inc.,0.0,-90.0
6,#d62728,-90 to -85 minutes,0.00000,-90.0,US Airways Inc.,0.0,-85.0
7,#d62728,-85 to -80 minutes,0.00000,-85.0,US Airways Inc.,0.0,-80.0
8,#d62728,-80 to -75 minutes,0.00000,-80.0,US Airways Inc.,0.0,-75.0
9,#d62728,-75 to -70 minutes,0.00000,-75.0,US Airways Inc.,0.0,-70.0
10,#d62728,-70 to -65 minutes,0.00005,-70.0,US Airways Inc.,5.1150895140664964e-05,-65.0
11,#d62728,-65 to -60 minutes,0.00010,-65.0,US Airways Inc.,0.00010230179028132993,-60.0
12,#d62728,-60 to -55 minutes,0.00031,-60.0,US Airways Inc.,0.00030690537084398974,-55.0
13,#d62728,-55 to -50 minutes,0.00102,-55.0,US Airways Inc.,0.0010230179028132991,-50.0
14,#d62728,-50 to -45 minutes,0.00138,-50.0,US Airways Inc.,0.001381074168797954,-45.0
15,#d62728,-45 to -40 minutes,0.00302,-45.0,US Airways Inc.,0.003017902813299233,-40.0
16,#d62728,-40 to -35 minutes,0.00660,-40.0,US Airways Inc.,0.00659846547314578,-35.0
17,#d62728,-35 to -30 minutes,0.01524,-35.0,US Airways Inc.,0.015242966751918158,-30.0
18,#d62728,-30 to -25 minutes,0.03642,-30.0,US Airways Inc.,0.03641943734015345,-25.0
19,#d62728,-25 to -20 minutes,0.06987,-25.0,US Airways Inc.,0.06987212276214834,-20.0
20,#d62728,-20 to -15 minutes,0.11217,-20.0,US Airways Inc.,0.11217391304347826,-15.0
21,#d62728,-15 to -10 minutes,0.13376,-15.0,US Airways Inc.,0.13375959079283886,-10.0
22,#d62728,-10 to -5 minutes,0.13023,-10.0,US Airways Inc.,0.130230179028133,-5.0
23,#d62728,-5 to 0 minutes,0.10941,-5.0,US Airways Inc.,0.10941176470588235,0.0
24,#d62728,0 to 5 minutes,0.08864,0.0,US Airways Inc.,0.08864450127877238,5.0
25,#d62728,5 to 10 minutes,0.06783,5.0,US Airways Inc.,0.06782608695652174,10.0
26,#d62728,10 to 15 minutes,0.04737,10.0,US Airways Inc.,0.047365728900255755,15.0
27,#d62728,15 to 20 minutes,0.03488,15.0,US Airways Inc.,0.03488491048593351,20.0
28,#d62728,20 to 25 minutes,0.02655,20.0,US Airways Inc.,0.026547314578005115,25.0
29,#d62728,25 to 30 minutes,0.02087,25.0,US Airways Inc.,0.020869565217391306,30.0
30,#d62728,30 to 35 minutes,0.01647,30.0,US Airways Inc.,0.01647058823529412,35.0
31,#d62728,35 to 40 minutes,0.01202,35.0,US Airways Inc.,0.012020460358056265,40.0
32,#d62728,40 to 45 minutes,0.01049,40.0,US Airways Inc.,0.010485933503836318,45.0
33,#d62728,45 to 50 minutes,0.00834,45.0,US Airways Inc.,0.008337595907928388,50.0
34,#d62728,50 to 55 minutes,0.00691,50.0,US Airways Inc.,0.00690537084398977,55.0
35,#d62728,55 to 60 minutes,0.00506,55.0,US Airways Inc.,0.005063938618925831,60.0
36,#d62728,60 to 65 minutes,0.00593,60.0,US Airways Inc.,0.005933503836317136,65.0
37,#d62728,65 to 70 minutes,0.00460,65.0,US Airways Inc.,0.004603580562659846,70.0
38,#d62728,70 to 75 minutes,0.00358,70.0,US Airways Inc.,0.0035805626598465474,75.0
39,#d62728,75 to 80 minutes,0.00307,75.0,US Airways Inc.,0.003069053708439898,80.0
40,#d62728,80 to 85 minutes,0.00343,80.0,US Airways Inc.,0.0034271099744245526,85.0
41,#d62728,85 to 90 minutes,0.00292,85.0,US Airways Inc.,0.002915601023017903,90.0
42,#d62728,90 to 95 minutes,0.00230,90.0,US Airways Inc.,0.002301790281329923,95.0
43,#d62728,95 to 100 minutes,0.00215,95.0,US Airways Inc.,0.002148337595907928,100.0
44,#d62728,100 to 105 minutes,0.00174,100.0,US Airways Inc.,0.0017391304347826088,105.0
45,#d62728,105 to 110 minutes,0.00164,105.0,US Airways Inc.,0.0016368286445012788,110.0
46,#d62728,110 to 115 minutes,0.00179,110.0,US Airways Inc.,0.0017902813299232737,115.0
47,#d62728,115 to 120 minutes,0.00184,115.0,US Airways Inc.,0.0018414322250639387,120.0
0,#1f77b4,-120 to -115 minutes,0.00000,-120.0,United Air Lines Inc.,0.0,-115.0
1,#1f77b4,-115 to -110 minutes,0.00000,-115.0,United Air Lines Inc.,0.0,-110.0
2,#1f77b4,-110 to -105 minutes,0.00000,-110.0,United Air Lines Inc.,0.0,-105.0
3,#1f77b4,-105 to -100 minutes,0.00000,-105.0,United Air Lines Inc.,0.0,-100.0
4,#1f77b4,-100 to -95 minutes,0.00000,-100.0,United Air Lines Inc.,0.0,-95.0
5,#1f77b4,-95 to -90 minutes,0.00000,-95.0,United Air Lines Inc.,0.0,-90.0
6,#1f77b4,-90 to -85 minutes,0.00000,-90.0,United Air Lines Inc.,0.0,-85.0
7,#1f77b4,-85 to -80 minutes,0.00000,-85.0,United Air Lines Inc.,0.0,-80.0
8,#1f77b4,-80 to -75 minutes,0.00000,-80.0,United Air Lines Inc.,0.0,-75.0
9,#1f77b4,-75 to -70 minutes,0.00005,-75.0,United Air Lines Inc.,5.317357627749517e-05,-70.0
10,#1f77b4,-70 to -65 minutes,0.00023,-70.0,United Air Lines Inc.,0.0002304188305358124,-65.0
11,#1f77b4,-65 to -60 minutes,0.00078,-65.0,United Air Lines Inc.,0.0007798791187365958,-60.0
12,#1f77b4,-60 to -55 minutes,0.00124,-60.0,United Air Lines Inc.,0.0012407167798082206,-55.0
13,#1f77b4,-55 to -50 minutes,0.00287,-55.0,United Air Lines Inc.,0.002871373118984739,-50.0
14,#1f77b4,-50 to -45 minutes,0.00656,-50.0,United Air Lines Inc.,0.006558074407557737,-45.0
15,#1f77b4,-45 to -40 minutes,0.01255,-45.0,United Air Lines Inc.,0.01254896400148886,-40.0
16,#1f77b4,-40 to -35 minutes,0.02258,-40.0,United Air Lines Inc.,0.022581045392509616,-35.0
17,#1f77b4,-35 to -30 minutes,0.03781,-35.0,United Air Lines Inc.,0.037806412733299065,-30.0
18,#1f77b4,-30 to -25 minutes,0.05604,-30.0,United Air Lines Inc.,0.05604494939647991,-25.0
19,#1f77b4,-25 to -20 minutes,0.07783,-25.0,United Air Lines Inc.,0.07782839114482709,-20.0
20,#1f77b4,-20 to -15 minutes,0.09757,-20.0,United Air Lines Inc.,0.09757351246920364,-15.0
21,#1f77b4,-15 to -10 minutes,0.10606,-15.0,United Air Lines Inc.,0.10606356014817703,-10.0
22,#1f77b4,-10 to -5 minutes,0.09965,-10.0,United Air Lines Inc.,0.09964728194402594,-5.0
23,#1f77b4,-5 to 0 minutes,0.09219,-5.0,United Air Lines Inc.,0.0921852567397508,0.0
24,#1f77b4,0 to 5 minutes,0.07444,0.0,United Air Lines Inc.,0.07444300678849324,5.0
25,#1f77b4,5 to 10 minutes,0.05854,5.0,United Air Lines Inc.,0.05854410748152218,10.0
26,#1f77b4,10 to 15 minutes,0.04667,10.0,United Air Lines Inc.,0.046668675446214926,15.0
27,#1f77b4,15 to 20 minutes,0.03564,15.0,United Air Lines Inc.,0.0356440206313476,20.0
28,#1f77b4,20 to 25 minutes,0.02710,20.0,United Air Lines Inc.,0.027100799376096704,25.0
29,#1f77b4,25 to 30 minutes,0.02363,25.0,United Air Lines Inc.,0.023626792392633687,30.0
30,#1f77b4,30 to 35 minutes,0.01834,30.0,United Air Lines Inc.,0.018344883815735832,35.0
31,#1f77b4,35 to 40 minutes,0.01515,35.0,United Air Lines Inc.,0.015154469239086123,40.0
32,#1f77b4,40 to 45 minutes,0.01203,40.0,United Air Lines Inc.,0.012034952764139741,45.0
33,#1f77b4,45 to 50 minutes,0.01085,45.0,United Air Lines Inc.,0.010847409560609015,50.0
34,#1f77b4,50 to 55 minutes,0.00911,50.0,United Air Lines Inc.,0.009110406068877506,55.0
35,#1f77b4,55 to 60 minutes,0.00760,55.0,United Air Lines Inc.,0.0076038214076818095,60.0
36,#1f77b4,60 to 65 minutes,0.00608,60.0,United Air Lines Inc.,0.006079512221060281,65.0
37,#1f77b4,65 to 70 minutes,0.00613,65.0,United Air Lines Inc.,0.006132685797337776,70.0
38,#1f77b4,70 to 75 minutes,0.00518,70.0,United Air Lines Inc.,0.005175561424342863,75.0
39,#1f77b4,75 to 80 minutes,0.00496,75.0,United Air Lines Inc.,0.004962867119232882,80.0
40,#1f77b4,80 to 85 minutes,0.00436,80.0,United Air Lines Inc.,0.0043602332547546035,85.0
41,#1f77b4,85 to 90 minutes,0.00370,85.0,United Air Lines Inc.,0.00370442581399883,90.0
42,#1f77b4,90 to 95 minutes,0.00354,90.0,United Air Lines Inc.,0.0035449050851663446,95.0
43,#1f77b4,95 to 100 minutes,0.00330,95.0,United Air Lines Inc.,0.0032967617292047006,100.0
44,#1f77b4,100 to 105 minutes,0.00289,100.0,United Air Lines Inc.,0.002889097644410571,105.0
45,#1f77b4,105 to 110 minutes,0.00248,105.0,United Air Lines Inc.,0.002481433559616441,110.0
46,#1f77b4,110 to 115 minutes,0.00206,110.0,United Air Lines Inc.,0.0020560449493964798,115.0
47,#1f77b4,115 to 120 minutes,0.00218,115.0,United Air Lines Inc.,0.0021801166273773018,120.0
0,#9467bd,-120 to -115 minutes,0.00000,-120.0,Virgin America,0.0,-115.0
1,#9467bd,-115 to -110 minutes,0.00000,-115.0,Virgin America,0.0,-110.0
2,#9467bd,-110 to -105 minutes,0.00000,-110.0,Virgin America,0.0,-105.0
3,#9467bd,-105 to -100 minutes,0.00000,-105.0,Virgin America,0.0,-100.0
4,#9467bd,-100 to -95 minutes,0.00000,-100.0,Virgin America,0.0,-95.0
5,#9467bd,-95 to -90 minutes,0.00000,-95.0,Virgin America,0.0,-90.0
6,#9467bd,-90 to -85 minutes,0.00020,-90.0,Virgin America,0.00020238818053025704,-85.0
7,#9467bd,-85 to -80 minutes,0.00000,-85.0,Virgin America,0.0,-80.0
8,#9467bd,-80 to -75 minutes,0.00020,-80.0,Virgin America,0.00020238818053025704,-75.0
9,#9467bd,-75 to -70 minutes,0.00000,-75.0,Virgin America,0.0,-70.0
10,#9467bd,-70 to -65 minutes,0.00162,-70.0,Virgin America,0.0016191054442420564,-65.0
11,#9467bd,-65 to -60 minutes,0.00223,-65.0,Virgin America,0.002226269985832827,-60.0
12,#9467bd,-60 to -55 minutes,0.00364,-60.0,Virgin America,0.0036429872495446266,-55.0
13,#9467bd,-55 to -50 minutes,0.00729,-55.0,Virgin America,0.007285974499089253,-50.0
14,#9467bd,-50 to -45 minutes,0.01477,-50.0,Virgin America,0.014774337178708763,-45.0
15,#9467bd,-45 to -40 minutes,0.02591,-45.0,Virgin America,0.025905687107872902,-40.0
16,#9467bd,-40 to -35 minutes,0.03481,-40.0,Virgin America,0.03481076705120421,-35.0
17,#9467bd,-35 to -30 minutes,0.05161,-35.0,Virgin America,0.05160898603521554,-30.0
18,#9467bd,-30 to -25 minutes,0.07468,-30.0,Virgin America,0.07468123861566485,-25.0
19,#9467bd,-25 to -20 minutes,0.08946,-25.0,Virgin America,0.0894555757943736,-20.0
20,#9467bd,-20 to -15 minutes,0.09411,-20.0,Virgin America,0.09411050394656952,-15.0
21,#9467bd,-15 to -10 minutes,0.08986,-15.0,Virgin America,0.08986035215543413,-10.0
22,#9467bd,-10 to -5 minutes,0.08865,-10.0,Virgin America,0.08864602307225258,-5.0
23,#9467bd,-5 to 0 minutes,0.08399,-5.0,Virgin America,0.08399109492005667,0.0
24,#9467bd,0 to 5 minutes,0.07812,0.0,Virgin America,0.07812183768467922,5.0
25,#9467bd,5 to 10 minutes,0.05667,5.0,Virgin America,0.05666869054847197,10.0
26,#9467bd,10 to 15 minutes,0.04412,10.0,Virgin America,0.044120623355596036,15.0
27,#9467bd,15 to 20 minutes,0.02570,15.0,Virgin America,0.025703298927342643,20.0
28,#9467bd,20 to 25 minutes,0.02186,20.0,Virgin America,0.02185792349726776,25.0
29,#9467bd,25 to 30 minutes,0.01923,25.0,Virgin America,0.019226877150374418,30.0
30,#9467bd,30 to 35 minutes,0.01154,30.0,Virgin America,0.01153612629022465,35.0
31,#9467bd,35 to 40 minutes,0.01113,35.0,Virgin America,0.011131349929164137,40.0
32,#9467bd,40 to 45 minutes,0.00729,40.0,Virgin America,0.007285974499089253,45.0
33,#9467bd,45 to 50 minutes,0.00607,45.0,Virgin America,0.006071645415907711,50.0
34,#9467bd,50 to 55 minutes,0.00931,50.0,Virgin America,0.009309856304391824,55.0
35,#9467bd,55 to 60 minutes,0.00445,55.0,Virgin America,0.004452539971665654,60.0
36,#9467bd,60 to 65 minutes,0.00486,60.0,Virgin America,0.004857316332726169,65.0
37,#9467bd,65 to 70 minutes,0.00364,65.0,Virgin America,0.0036429872495446266,70.0
38,#9467bd,70 to 75 minutes,0.00304,70.0,Virgin America,0.0030358227079538553,75.0
39,#9467bd,75 to 80 minutes,0.00445,75.0,Virgin America,0.004452539971665654,80.0
40,#9467bd,80 to 85 minutes,0.00344,80.0,Virgin America,0.0034405990690143697,85.0
41,#9467bd,85 to 90 minutes,0.00304,85.0,Virgin America,0.0030358227079538553,90.0
42,#9467bd,90 to 95 minutes,0.00344,90.0,Virgin America,0.0034405990690143697,95.0
43,#9467bd,95 to 100 minutes,0.00405,95.0,Virgin America,0.0040477636106051405,100.0
44,#9467bd,100 to 105 minutes,0.00223,100.0,Virgin America,0.002226269985832827,105.0
45,#9467bd,105 to 110 minutes,0.00385,105.0,Virgin America,0.0038453754300748835,110.0
46,#9467bd,110 to 115 minutes,0.00202,110.0,Virgin America,0.0020238818053025702,115.0
47,#9467bd,115 to 120 minutes,0.00344,115.0,Virgin America,0.0034405990690143697,120.0
