,origin,dest,carrier,arr_delay,arr_delay,arr_delay,arr_delay,air_time,air_time,air_time,air_time,distance,distance,distance,distance,air_speed (mph),air_speed (mph),air_speed (mph),air_speed (mph),start_long,start_lati,end_long,end_lati
227,JFK,PBI,JetBlue Airways,1724,13.091067285382831,-46.0,376.0,1724,144.04582366589327,120.0,203.0,1739,1028.0,1028,1028,1724,430.6111762075531,303.8423645320197,514.0,-73.77890015,40.63980103,-80.09559631347656,26.68320083618164
228,JFK,PDX,JetBlue Airways,322,13.46583850931677,-49.0,221.0,322,332.0496894409938,286.0,380.0,325,2454.0,2454,2454,322,444.3899994268653,387.47368421052636,514.8251748251748,-73.77890015,40.63980103,-122.5979996,45.58869934
229,JFK,PDX,Delta Air Lines Inc.,457,4.2472647702407,-71.0,850.0,457,330.10722100656454,283.0,387.0,458,2454.0,2454,2454,457,447.0997974379074,380.4651162790698,520.2826855123675,-73.77890015,40.63980103,-122.5979996,45.58869934
230,JFK,PHL,Endeavor Air Inc.,860,12.929069767441861,-47.0,325.0,860,30.787209302325582,21.0,61.0,940,94.0,94,94,860,188.23367083068055,92.45901639344262,268.5714285714286,-73.77890015,40.63980103,-75.24109649658203,39.87189865112305
231,JFK,PHL,Delta Air Lines Inc.,2,-7.0,-16.0,2.0,2,34.0,32.0,36.0,2,94.0,94,94,2,166.45833333333334,156.66666666666669,176.25,-73.77890015,40.63980103,-75.24109649658203,39.87189865112305
232,JFK,PHL,US Airways Inc.,33,7.606060606060606,-18.0,232.0,33,31.939393939393938,25.0,44.0,34,94.0,94,94,33,181.39134693840737,128.1818181818182,225.6,-73.77890015,40.63980103,-75.24109649658203,39.87189865112305
233,JFK,PHX,JetBlue Airways,363,10.129476584022038,-61.0,224.0,363,292.24517906336087,254.0,353.0,365,2153.0,2153,2153,363,443.89861771580917,365.94900849858357,508.5826771653543,-73.77890015,40.63980103,-112.01200103759766,33.43429946899414
234,JFK,PHX,Delta Air Lines Inc.,467,-3.569593147751606,-65.0,261.0,467,290.83940042826555,244.0,347.0,469,2153.0,2153,2153,467,445.8267267695154,372.27665706051874,529.4262295081968,-73.77890015,40.63980103,-112.01200103759766,33.43429946899414
235,JFK,PHX,US Airways Inc.,1091,-0.051329055912007336,-70.0,360.0,1091,291.6306141154904,248.0,359.0,1099,2153.0,2153,2153,1091,444.7306444416689,359.8328690807799,520.8870967741935,-73.77890015,40.63980103,-112.01200103759766,33.43429946899414
236,JFK,PIT,Endeavor Air Inc.,712,5.25,-53.0,372.0,712,65.87078651685393,50.0,96.0,748,340.0,340,340,712,311.4805959218078,212.5,408.0,-73.77890015,40.63980103,-80.23290253,40.49150085
237,JFK,PIT,JetBlue Airways,89,18.303370786516854,-26.0,357.0,89,72.52808988764045,63.0,87.0,90,340.0,340,340,89,282.20476014079475,234.48275862068965,323.8095238095238,-73.77890015,40.63980103,-80.23290253,40.49150085
238,JFK,PIT,Delta Air Lines Inc.,46,-9.043478260869565,-41.0,130.0,46,61.56521739130435,48.0,69.0,46,340.0,340,340,46,332.93970643713925,295.6521739130435,425.0,-73.77890015,40.63980103,-80.23290253,40.49150085
239,JFK,PIT,Envoy Air,356,9.480337078651685,-28.0,324.0,356,66.99438202247191,53.0,102.0,365,340.0,340,340,356,306.344592114062,200.0,384.9056603773585,-73.77890015,40.63980103,-80.23290253,40.49150085
241,JFK,PSP,Virgin America,18,-12.722222222222221,-43.0,17.0,18,332.72222222222223,301.0,365.0,19,2378.0,2378,2378,18,429.74950117326074,390.9041095890411,474.01993355481727,-73.77890015,40.63980103,-116.50700378417969,33.829700469970696
242,JFK,PWM,JetBlue Airways,1285,7.2972762645914395,-38.0,294.0,1285,47.91050583657587,38.0,76.0,1304,273.0,273,273,1285,343.7146901894698,215.5263157894737,431.0526315789474,-73.77890015,40.63980103,-70.30930328,43.64619827
243,JFK,RDU,Endeavor Air Inc.,798,10.25689223057644,-53.0,292.0,798,70.82706766917293,58.0,101.0,843,427.0,427,427,798,364.35049536559853,253.66336633663366,441.7241379310345,-73.77890015,40.63980103,-78.7874984741211,35.877601623535156
244,JFK,RDU,JetBlue Airways,789,13.254752851711027,-35.0,391.0,789,71.62103929024082,60.0,138.0,797,427.0,427,427,789,360.4873157377193,185.6521739130435,427.0,-73.77890015,40.63980103,-78.7874984741211,35.877601623535156
245,JFK,RDU,Envoy Air,1396,9.42621776504298,-36.0,430.0,1396,72.57951289398281,59.0,108.0,1460,427.0,427,427,1396,355.4069405454659,237.22222222222223,434.23728813559325,-73.77890015,40.63980103,-78.7874984741211,35.877601623535156
246,JFK,RIC,Endeavor Air Inc.,236,11.389830508474576,-49.0,370.0,236,56.65677966101695,44.0,72.0,249,288.0,288,288,236,307.7595111353838,240.0,392.72727272727275,-73.77890015,40.63980103,-77.3197021484375,37.50519943237305
247,JFK,ROC,Endeavor Air Inc.,266,11.830827067669173,-52.0,330.0,266,52.71804511278196,43.0,72.0,273,264.0,264,264,266,302.5305357645425,220.0,368.3720930232558,-73.77890015,40.63980103,-77.67240142822266,43.118900299072266
248,JFK,ROC,JetBlue Airways,1388,9.82564841498559,-44.0,284.0,1388,51.73054755043228,35.0,95.0,1406,264.0,264,264,1388,308.266260673284,166.73684210526318,452.57142857142856,-73.77890015,40.63980103,-77.67240142822266,43.118900299072266
249,JFK,RSW,JetBlue Airways,1234,8.482982171799028,-42.0,272.0,1234,159.44084278768233,130.0,201.0,1242,1074.0,1074,1074,1234,405.99349088802643,320.5970149253731,495.69230769230774,-73.77890015,40.63980103,-81.75520324707031,26.53619956970215
250,JFK,RSW,Delta Air Lines Inc.,92,-13.271739130434783,-52.0,167.0,92,164.0326086956522,139.0,183.0,97,1074.0,1074,1074,92,394.23845747371,352.13114754098365,463.59712230215825,-73.77890015,40.63980103,-81.75520324707031,26.53619956970215
251,JFK,SAN,American Airlines Inc.,357,13.899159663865547,-58.0,350.0,357,331.00280112044817,287.0,406.0,365,2446.0,2446,2446,357,444.71734918766833,361.4778325123153,511.35888501742164,-73.77890015,40.63980103,-117.190002441,32.7336006165
252,JFK,SAN,JetBlue Airways,660,1.393939393939394,-66.0,334.0,660,326.08787878787876,285.0,413.0,663,2446.0,2446,2446,660,451.61748526183186,355.3510895883777,514.9473684210526,-73.77890015,40.63980103,-117.190002441,32.7336006165
253,JFK,SAN,Delta Air Lines Inc.,567,-1.343915343915344,-67.0,769.0,567,321.93650793650795,281.0,384.0,575,2446.0,2446,2446,567,457.41263420443636,382.1875,522.2775800711744,-73.77890015,40.63980103,-117.190002441,32.7336006165
254,JFK,SAT,Endeavor Air Inc.,34,-10.205882352941176,-58.0,67.0,34,238.76470588235293,209.0,272.0,53,1587.0,1587,1587,34,400.725125296633,350.0735294117647,455.5980861244019,-73.77890015,40.63980103,-98.46980285644531,29.533700942993164
255,JFK,SAT,Delta Air Lines Inc.,302,8.079470198675496,-61.0,681.0,302,215.25165562913907,184.0,270.0,303,1587.0,1587,1587,302,444.5295021237295,352.6666666666667,517.5,-73.77890015,40.63980103,-98.46980285644531,29.533700942993164
256,JFK,SDF,Endeavor Air Inc.,40,16.35,-42.0,357.0,40,103.775,90.0,131.0,46,662.0,662,662,40,384.64550295645256,303.20610687022906,441.3333333333333,-73.77890015,40.63980103,-85.736,38.1744
257,JFK,SEA,American Airlines Inc.,360,-1.475,-75.0,229.0,360,335.9972222222222,289.0,385.0,365,2422.0,2422,2422,360,433.3286232946993,377.45454545454544,502.83737024221455,-73.77890015,40.63980103,-122.30899810791016,47.44900131225586
258,JFK,SEA,JetBlue Airways,513,7.721247563352827,-58.0,328.0,513,329.5633528265107,283.0,378.0,514,2422.0,2422,2422,513,441.94448166102705,384.44444444444446,513.4982332155477,-73.77890015,40.63980103,-122.30899810791016,47.44900131225586
259,JFK,SEA,Delta Air Lines Inc.,1202,-5.886023294509151,-68.0,444.0,1202,327.31031613976705,275.0,389.0,1213,2422.0,2422,2422,1202,444.8591176610558,373.573264781491,528.4363636363637,-73.77890015,40.63980103,-122.30899810791016,47.44900131225586
260,JFK,SFO,American Airlines Inc.,1398,9.680257510729614,-63.0,1007.0,1398,348.4620886981402,306.0,426.0,1422,2586.0,2586,2586,1398,446.3309581465586,364.2253521126761,507.0588235294118,-73.77890015,40.63980103,-122.375,37.61899948120117
261,JFK,SFO,JetBlue Airways,1020,3.581372549019608,-64.0,445.0,1020,347.2127450980392,303.0,400.0,1035,2586.0,2586,2586,1020,447.9720092591326,387.9,512.0792079207921,-73.77890015,40.63980103,-122.375,37.61899948120117
262,JFK,SFO,Delta Air Lines Inc.,1848,-5.883658008658009,-69.0,561.0,1848,346.90909090909093,308.0,490.0,1858,2586.0,2586,2586,1848,448.323731983524,316.6530612244898,503.7662337662337,-73.77890015,40.63980103,-122.375,37.61899948120117
263,JFK,SFO,United Air Lines Inc.,2441,3.276526013928718,-60.0,399.0,2441,345.8193363375666,301.0,421.0,2475,2586.0,2586,2586,2441,449.7024033119642,368.55106888361047,515.4817275747508,-73.77890015,40.63980103,-122.375,37.61899948120117
264,JFK,SFO,Virgin America,1402,6.44793152639087,-79.0,676.0,1402,349.8972895863053,304.0,406.0,1414,2586.0,2586,2586,1402,444.38876979536997,382.16748768472905,510.39473684210526,-73.77890015,40.63980103,-122.375,37.61899948120117
265,JFK,SJC,JetBlue Airways,327,3.4250764525993884,-55.0,226.0,327,346.57798165137615,305.0,396.0,328,2569.0,2569,2569,327,445.74842177214543,389.24242424242425,505.3770491803279,-73.77890015,40.63980103,-121.9290008544922,37.36259841918945
266,JFK,SJC,Virgin America,1,11.0,11.0,11.0,1,356.0,356.0,356.0,1,2569.0,2569,2569,1,432.97752808988764,432.97752808988764,432.97752808988764,-73.77890015,40.63980103,-121.9290008544922,37.36259841918945
270,JFK,SLC,JetBlue Airways,364,13.68131868131868,-51.0,356.0,364,277.09615384615387,239.0,320.0,365,1990.0,1990,1990,364,432.00549663289786,373.125,499.581589958159,-73.77890015,40.63980103,-111.97799682617188,40.78839874267578
271,JFK,SLC,Delta Air Lines Inc.,1736,-4.920506912442396,-68.0,387.0,1736,274.2943548387097,235.0,330.0,1748,1990.0,1990,1990,1736,436.57825199978583,361.8181818181818,508.0851063829787,-73.77890015,40.63980103,-111.97799682617188,40.78839874267578
272,JFK,SMF,JetBlue Airways,282,12.109929078014185,-66.0,271.0,282,336.3723404255319,303.0,385.0,284,2521.0,2521,2521,282,450.54633804717866,392.8831168831169,499.2079207920792,-73.77890015,40.63980103,-121.59100341796876,38.69540023803711
273,JFK,SRQ,JetBlue Airways,472,0.7478813559322034,-38.0,175.0,472,152.66101694915255,124.0,191.0,474,1041.0,1041,1041,472,411.2348138337121,327.01570680628276,503.70967741935476,-73.77890015,40.63980103,-82.55439758300781,27.39539909362793
274,JFK,STL,Delta Air Lines Inc.,1,-8.0,-8.0,-8.0,1,129.0,129.0,129.0,1,892.0,892,892,1,414.8837209302326,414.8837209302326,414.8837209302326,-73.77890015,40.63980103,-90.37000274658205,38.74869918823242
277,JFK,SYR,Endeavor Air Inc.,43,15.465116279069768,-37.0,280.0,43,44.86046511627907,37.0,57.0,45,209.0,209,209,43,281.30536945439655,220.0,338.9189189189189,-73.77890015,40.63980103,-76.1063003540039,43.11119842529297
278,JFK,SYR,JetBlue Airways,1249,8.793434747798239,-44.0,391.0,1249,44.522818254603685,35.0,97.0,1266,209.0,209,209,1249,283.465737441342,129.27835051546393,358.2857142857143,-73.77890015,40.63980103,-76.1063003540039,43.11119842529297
279,JFK,TPA,Endeavor Air Inc.,3,-18.333333333333332,-26.0,-7.0,3,147.0,144.0,149.0,3,1005.0,1005,1005,3,410.2934730032045,404.6979865771812,418.75,-73.77890015,40.63980103,-82.533203125,27.975500106811523
280,JFK,TPA,American Airlines Inc.,305,5.2,-37.0,225.0,305,145.6,126.0,189.0,311,1005.0,1005,1005,305,416.2090665586876,319.04761904761904,478.57142857142856,-73.77890015,40.63980103,-82.533203125,27.975500106811523
281,JFK,TPA,JetBlue Airways,1684,12.26603325415677,-42.0,380.0,1684,144.44536817102139,118.0,200.0,1705,1005.0,1005,1005,1684,419.98722041568635,301.5,511.0169491525424,-73.77890015,40.63980103,-82.533203125,27.975500106811523
282,JFK,TPA,Delta Air Lines Inc.,707,-1.3295615275813295,-47.0,931.0,707,143.36209335219237,118.0,178.0,714,1005.0,1005,1005,707,422.9565357364338,338.76404494382024,511.0169491525424,-73.77890015,40.63980103,-82.533203125,27.975500106811523
283,JFK,TPA,Envoy Air,250,5.324,-32.0,241.0,250,144.1,119.0,186.0,254,1005.0,1005,1005,250,421.37089413435405,324.19354838709677,506.7226890756302,-73.77890015,40.63980103,-82.533203125,27.975500106811523
284,LGA,ATL,Delta Air Lines Inc.,5469,6.327299323459499,-46.0,895.0,5469,113.02815871274456,65.0,175.0,5544,762.0,762,762,5469,407.2088430107127,261.25714285714287,703.3846153846155,-73.87259674,40.77719879,-84.4281005859375,33.63669967651367
285,LGA,ATL,ExpressJet Airlines Inc.,1,63.0,63.0,63.0,1,118.0,118.0,118.0,1,762.0,762,762,1,387.4576271186441,387.4576271186441,387.4576271186441,-73.87259674,40.77719879,-84.4281005859375,33.63669967651367
286,LGA,ATL,AirTran Airways Corporation,2278,20.74451273046532,-44.0,572.0,2278,114.44117647058823,86.0,161.0,2337,762.0,762,762,2278,402.34532202593704,283.97515527950316,531.6279069767442,-73.87259674,40.77719879,-84.4281005859375,33.63669967651367
287,LGA,ATL,Envoy Air,2235,14.034004474272932,-49.0,344.0,2235,113.69888143176733,90.0,171.0,2322,762.0,762,762,2235,405.10652434558176,267.36842105263156,508.0,-73.87259674,40.77719879,-84.4281005859375,33.63669967651367
288,LGA,ATL,Southwest Airlines Co.,58,6.896551724137931,-20.0,64.0,58,122.8103448275862,107.0,143.0,59,762.0,762,762,58,373.80049377472955,319.72027972027973,427.2897196261682,-73.87259674,40.77719879,-84.4281005859375,33.63669967651367
289,LGA,AVL,Endeavor Air Inc.,10,-12.1,-29.0,13.0,10,92.2,87.0,104.0,10,599.0,599,599,10,390.72787921179577,345.57692307692304,413.1034482758621,-73.87259674,40.77719879,-82.54180145263672,35.43619918823242
290,LGA,BGR,Endeavor Air Inc.,0,,,,0,,,,1,378.0,378,378,0,,,,-73.87259674,40.77719879,-68.82810211181639,44.80739974975586
291,LGA,BGR,ExpressJet Airlines Inc.,358,8.027932960893855,-43.0,238.0,358,54.11731843575419,46.0,67.0,374,378.0,378,378,358,420.6522746534518,338.5074626865672,493.0434782608695,-73.87259674,40.77719879,-68.82810211181639,44.80739974975586
292,LGA,BHM,ExpressJet Airlines Inc.,268,17.011194029850746,-50.0,291.0,268,122.79850746268657,105.0,166.0,296,866.0,866,866,268,426.084299581334,313.0120481927711,494.85714285714283,-73.87259674,40.77719879,-86.75350189,33.56290054
293,LGA,BNA,Endeavor Air Inc.,105,6.104761904761904,-38.0,258.0,105,117.8,96.0,145.0,110,764.0,764,764,105,392.33074702122735,316.1379310344828,477.5,-73.87259674,40.77719879,-86.6781997680664,36.1245002746582
294,LGA,BNA,ExpressJet Airlines Inc.,377,7.400530503978779,-57.0,260.0,377,110.89655172413794,92.0,149.0,403,764.0,764,764,377,416.5117676271134,307.65100671140937,498.2608695652174,-73.87259674,40.77719879,-86.6781997680664,36.1245002746582
295,LGA,BNA,Envoy Air,1958,11.963227783452503,-39.0,349.0,1958,113.37231869254342,92.0,181.0,2039,764.0,764,764,1958,408.06748872528925,253.2596685082873,498.2608695652174,-73.87259674,40.77719879,-86.6781997680664,36.1245002746582
296,LGA,BNA,Southwest Airlines Co.,709,11.42031029619182,-58.0,333.0,709,115.48095909732017,94.0,149.0,715,764.0,764,764,709,399.67829783034017,307.65100671140937,487.6595744680851,-73.87259674,40.77719879,-86.6781997680664,36.1245002746582
297,LGA,BOS,US Airways Inc.,4002,-2.4195402298850577,-42.0,233.0,4002,37.85082458770615,21.0,107.0,4283,184.0,184,184,4002,295.4650106681848,103.17757009345794,525.7142857142858,-73.87259674,40.77719879,-71.00520325,42.36429977
298,LGA,BTV,Endeavor Air Inc.,2,-2.5,-4.0,-1.0,2,48.5,46.0,51.0,2,258.0,258,258,2,320.0255754475703,303.5294117647059,336.52173913043475,-73.87259674,40.77719879,-73.15329742429998,44.471900939899996
299,LGA,BTV,ExpressJet Airlines Inc.,275,2.6363636363636362,-49.0,258.0,275,43.32,36.0,77.0,292,258.0,258,258,275,361.1796623378631,201.03896103896102,430.0,-73.87259674,40.77719879,-73.15329742429998,44.471900939899996
300,LGA,BUF,Endeavor Air Inc.,50,7.26,-33.0,148.0,50,49.6,43.0,61.0,54,292.0,292,292,50,354.8353147835111,287.2131147540984,407.4418604651163,-73.87259674,40.77719879,-78.73220062,42.94049835
301,LGA,BUF,Delta Air Lines Inc.,3,-11.666666666666666,-18.0,-3.0,3,57.0,50.0,61.0,3,292.0,292,292,3,309.8710382513661,287.2131147540984,350.4,-73.87259674,40.77719879,-78.73220062,42.94049835
302,LGA,BUF,ExpressJet Airlines Inc.,69,-9.08695652173913,-40.0,233.0,69,50.710144927536234,44.0,91.0,69,292.0,292,292,69,349.04629297669067,192.52747252747253,398.1818181818182,-73.87259674,40.77719879,-78.73220062,42.94049835
303,LGA,BWI,Southwest Airlines Co.,15,-7.866666666666666,-30.0,19.0,15,40.46666666666667,35.0,48.0,15,185.0,185,185,15,276.2242328520999,231.25,317.1428571428571,-73.87259674,40.77719879,-76.66829681,39.17539978
304,LGA,CAE,Endeavor Air Inc.,3,6.0,-24.0,55.0,3,104.33333333333333,97.0,113.0,3,617.0,617,617,3,356.2258599110881,327.6106194690266,381.64948453608247,-73.87259674,40.77719879,-81.11949920654297,33.93880081176758
305,LGA,CAE,ExpressJet Airlines Inc.,9,24.22222222222222,-28.0,84.0,9,100.44444444444444,91.0,116.0,9,617.0,617,617,9,370.62859560920737,319.13793103448273,406.8131868131868,-73.87259674,40.77719879,-81.11949920654297,33.93880081176758
306,LGA,CAK,AirTran Airways Corporation,842,19.69833729216152,-37.0,433.0,842,64.03681710213776,53.0,85.0,864,397.0,397,397,842,373.98201484863404,280.2352941176471,449.433962264151,-73.87259674,40.77719879,-81.44219970703125,40.916099548339844
307,LGA,CHO,ExpressJet Airlines Inc.,46,9.5,-39.0,228.0,46,50.95652173913044,42.0,67.0,52,305.0,305,305,46,362.42509643456606,273.13432835820896,435.7142857142857,-73.87259674,40.77719879,-78.4529037475586,38.13859939575195
308,LGA,CHS,Endeavor Air Inc.,1,-9.0,-9.0,-9.0,1,89.0,89.0,89.0,1,641.0,641,641,1,432.13483146067415,432.13483146067415,432.13483146067415,-73.87259674,40.77719879,-80.04049683,32.89860153
309,LGA,CHS,ExpressJet Airlines Inc.,473,5.579281183932347,-50.0,328.0,473,92.77801268498943,79.0,125.0,499,641.0,641,641,473,417.4524830446489,307.67999999999995,486.8354430379747,-73.87259674,40.77719879,-80.04049683,32.89860153
310,LGA,CLE,Endeavor Air Inc.,7,2.5714285714285716,-34.0,91.0,7,72.57142857142857,66.0,79.0,7,419.0,419,419,7,347.8382350535615,318.2278481012658,380.9090909090909,-73.87259674,40.77719879,-81.8498001099,41.411701202399996
311,LGA,CLE,ExpressJet Airlines Inc.,388,21.265463917525775,-55.0,469.0,388,69.41752577319588,59.0,92.0,419,419.0,419,419,388,364.3001217772302,273.2608695652174,426.10169491525426,-73.87259674,40.77719879,-81.8498001099,41.411701202399996
312,LGA,CLE,Envoy Air,1282,7.072542901716068,-42.0,276.0,1282,69.38611544461779,57.0,106.0,1357,419.0,419,419,1282,364.97604745409024,237.16981132075472,441.0526315789474,-73.87259674,40.77719879,-81.8498001099,41.411701202399996
313,LGA,CLE,SkyWest Airlines Inc.,21,5.095238095238095,-26.0,140.0,21,67.52380952380952,60.0,72.0,24,419.0,419,419,21,372.94961682996006,349.1666666666667,419.0,-73.87259674,40.77719879,-81.8498001099,41.411701202399996
314,LGA,CLE,United Air Lines Inc.,300,8.703333333333333,-48.0,455.0,300,69.40333333333334,58.0,91.0,305,419.0,419,419,300,364.774381411242,276.2637362637363,433.44827586206895,-73.87259674,40.77719879,-81.8498001099,41.411701202399996
315,LGA,CLT,Endeavor Air Inc.,12,1.9166666666666667,-27.0,78.0,12,93.75,81.0,110.0,12,544.0,544,544,12,350.1211480384239,296.72727272727275,402.96296296296293,-73.87259674,40.77719879,-80.94309997558594,35.2140007019043
316,LGA,CLT,ExpressJet Airlines Inc.,660,14.927272727272728,-50.0,490.0,660,85.41515151515152,70.0,125.0,716,544.0,544,544,660,385.5976808910958,261.12,466.2857142857143,-73.87259674,40.77719879,-80.94309997558594,35.2140007019043
317,LGA,CLT,Envoy Air,1550,12.278709677419355,-40.0,356.0,1550,85.89935483870968,69.0,139.0,1620,544.0,544,544,1550,383.74517054355476,234.82014388489208,473.0434782608696,-73.87259674,40.77719879,-80.94309997558594,35.2140007019043
318,LGA,CLT,US Airways Inc.,3481,3.3797759264579144,-51.0,485.0,3481,87.34041941970698,70.0,146.0,3538,544.0,544,544,3481,377.2707045584962,223.56164383561645,466.2857142857143,-73.87259674,40.77719879,-80.94309997558594,35.2140007019043
319,LGA,CLT,Mesa Airlines Inc.,258,12.864341085271318,-45.0,381.0,258,85.1124031007752,69.0,122.0,282,544.0,544,544,258,386.77271926200433,267.5409836065574,473.0434782608696,-73.87259674,40.77719879,-80.94309997558594,35.2140007019043
320,LGA,CMH,Endeavor Air Inc.,1,-23.0,-23.0,-23.0,1,77.0,77.0,77.0,1,479.0,479,479,1,373.2467532467532,373.2467532467532,373.2467532467532,-73.87259674,40.77719879,-82.89189910888672,39.99800109863281
321,LGA,CMH,ExpressJet Airlines Inc.,88,5.965909090909091,-38.0,250.0,88,76.18181818181819,66.0,93.0,96,479.0,479,479,88,379.3418778790134,309.0322580645161,435.45454545454544,-73.87259674,40.77719879,-82.89189910888672,39.99800109863281
322,LGA,CMH,Envoy Air,1846,6.507042253521127,-48.0,349.0,1846,78.15276273022752,65.0,125.0,1961,479.0,479,479,1846,370.28193200189764,229.92,442.1538461538462,-73.87259674,40.77719879,-82.89189910888672,39.99800109863281
323,LGA,CRW,Envoy Air,134,14.671641791044776,-33.0,189.0,134,74.75373134328358,62.0,96.0,138,444.0,444,444,134,358.85776229402205,277.5,429.67741935483866,-73.87259674,40.77719879,-81.59320068359375,38.37310028076172
324,LGA,CVG,Endeavor Air Inc.,68,0.14705882352941177,-44.0,171.0,68,97.77941176470588,81.0,120.0,72,585.0,585,585,68,361.8163462107261,292.5,433.3333333333333,-73.87259674,40.77719879,-84.6678009033,39.0488014221
325,LGA,CVG,Delta Air Lines Inc.,4,-3.75,-22.0,9.0,4,107.0,93.0,117.0,4,585.0,585,585,4,330.3775659824047,300.0,377.4193548387097,-73.87259674,40.77719879,-84.6678009033,39.0488014221
326,LGA,CVG,ExpressJet Airlines Inc.,188,8.202127659574469,-39.0,373.0,188,93.65957446808511,82.0,117.0,195,585.0,585,585,188,376.719411315031,300.0,428.0487804878049,-73.87259674,40.77719879,-84.6678009033,39.0488014221
327,LGA,DAY,Endeavor Air Inc.,342,-4.947368421052632,-59.0,292.0,342,85.35380116959064,73.0,106.0,391,549.0,549,549,342,387.95480762489575,310.7547169811321,451.2328767123288,-73.87259674,40.77719879,-84.21939849853516,39.90240097045898
328,LGA,DCA,US Airways Inc.,4468,5.838406445837063,-51.0,344.0,4468,45.594673231871084,32.0,131.0,4716,214.0,214,214,4468,286.04167379902566,98.01526717557253,401.25,-73.87259674,40.77719879,-77.037697,38.8521
329,LGA,DEN,Delta Air Lines Inc.,675,5.607407407407408,-58.0,349.0,675,227.17925925925925,191.0,280.0,678,1620.0,1620,1620,675,429.77572318350224,347.1428571428571,508.9005235602095,-73.87259674,40.77719879,-104.672996521,39.861698150635
330,LGA,DEN,Frontier Airlines Inc.,681,21.920704845814978,-47.0,834.0,681,229.59911894273128,195.0,278.0,685,1620.0,1620,1620,681,425.1721108633093,349.64028776978415,498.46153846153845,-73.87259674,40.77719879,-104.672996521,39.861698150635
331,LGA,DEN,United Air Lines Inc.,1597,4.204132748904195,-67.0,414.0,1597,225.58672510958047,186.0,331.0,1626,1620.0,1620,1620,1597,432.80362583998755,293.65558912386706,522.5806451612904,-73.87259674,40.77719879,-104.672996521,39.861698150635
332,LGA,DEN,Southwest Airlines Co.,704,4.684659090909091,-58.0,410.0,704,230.2002840909091,193.0,285.0,715,1620.0,1620,1620,704,424.0960429430173,341.05263157894734,503.6269430051813,-73.87259674,40.77719879,-104.672996521,39.861698150635
333,LGA,DFW,Endeavor Air Inc.,13,-15.23076923076923,-49.0,27.0,13,193.92307692307693,174.0,229.0,14,1389.0,1389,1389,13,432.9543297005378,363.9301310043668,478.9655172413793,-73.87259674,40.77719879,-97.03800201416016,32.896800994873054
334,LGA,DFW,American Airlines Inc.,4661,-1.1890152327826646,-68.0,598.0,4661,199.95687620682256,158.0,284.0,4836,1389.0,1389,1389,4661,419.73663280159434,293.4507042253521,527.4683544303798,-73.87259674,40.77719879,-97.03800201416016,32.896800994873054
335,LGA,DFW,ExpressJet Airlines Inc.,8,-19.875,-49.0,10.0,8,198.0,166.0,235.0,8,1389.0,1389,1389,8,426.4618211952779,354.63829787234044,502.04819277108436,-73.87259674,40.77719879,-97.03800201416016,32.896800994873054
336,LGA,DSM,Endeavor Air Inc.,84,7.380952380952381,-39.0,134.0,84,151.10714285714286,129.0,187.0,91,1031.0,1031,1031,84,412.16865531540486,330.80213903743316,479.5348837209302,-73.87259674,40.77719879,-93.66310119628906,41.53400039672852
337,LGA,DSM,ExpressJet Airlines Inc.,49,2.7755102040816326,-62.0,190.0,49,137.6530612244898,123.0,156.0,67,1031.0,1031,1031,49,450.6987002442021,396.53846153846155,502.92682926829275,-73.87259674,40.77719879,-93.66310119628906,41.53400039672852
338,LGA,DTW,Endeavor Air Inc.,3,10.0,-35.0,92.0,3,90.33333333333333,86.0,98.0,3,502.0,502,502,3,334.595464488923,307.3469387755102,350.2325581395349,-73.87259674,40.77719879,-83.35340118408203,42.212398529052734
339,LGA,DTW,Delta Air Lines Inc.,3037,0.6081659532433322,-52.0,674.0,3037,83.72670398419493,66.0,170.0,3073,502.0,502,502,3037,362.53164397992026,177.17647058823528,456.3636363636363,-73.87259674,40.77719879,-83.35340118408203,42.212398529052734
340,LGA,DTW,ExpressJet Airlines Inc.,16,15.5,-47.0,334.0,16,81.3125,72.0,99.0,16,502.0,502,502,16,373.366115995263,304.24242424242425,418.33333333333337,-73.87259674,40.77719879,-83.35340118408203,42.212398529052734
341,LGA,DTW,Envoy Air,1852,4.225161987041036,-44.0,338.0,1852,85.02645788336933,68.0,130.0,1948,502.0,502,502,1852,357.14297557741054,231.6923076923077,442.94117647058823,-73.87259674,40.77719879,-83.35340118408203,42.212398529052734
342,LGA,EYW,Delta Air Lines Inc.,17,6.352941176470588,-29.0,45.0,17,174.05882352941177,155.0,193.0,17,1207.0,1207,1207,17,417.7851033134491,375.23316062176167,467.22580645161287,-73.87259674,40.77719879,-81.75959777832031,24.556100845336914
343,LGA,FLL,JetBlue Airways,2146,13.168685927306617,-63.0,368.0,2146,150.30102516309412,123.0,214.0,2188,1076.0,1076,1076,2146,431.97308480206397,301.6822429906542,524.8780487804878,-73.87259674,40.77719879,-80.15270233154297,26.072599411010746
344,LGA,FLL,Delta Air Lines Inc.,1801,5.374791782343142,-49.0,332.0,1801,155.3542476401999,129.0,233.0,1820,1076.0,1076,1076,1801,418.1462919990527,277.0815450643777,500.4651162790698,-73.87259674,40.77719879,-80.15270233154297,26.072599411010746
345,LGA,GRR,Endeavor Air Inc.,38,-1.605263157894737,-34.0,182.0,38,101.86842105263158,86.0,121.0,44,618.0,618,618,38,365.7837845381125,306.44628099173553,431.16279069767444,-73.87259674,40.77719879,-85.52279663,42.88079834
